Model,R2_train_mean,R2_train_std,R2_test_mean,R2_test_std,MAE_train_mean,MAE_train_std,MAE_test_mean,MAE_test_std,MSE_train_mean,MSE_train_std,MSE_test_mean,MSE_test_std
Linear Regression,0.5418960157773853,0.022264232093072957,-0.15227606053388962,1.264469931328209,9.802366709008806,0.2571427776555874,11.53596299150664,2.6288696706288155,154.65596050506696,9.397951581151927,387.1874592289031,422.7051922409405
Ridge Regression,0.5219570083715028,0.01861726955328579,0.18106950663163682,0.5588158796529501,10.066779091134078,0.2702046924145666,11.4822211290727,1.769910779023063,161.3746110643064,8.371879120611199,275.43447234229967,187.41015821198155
Lasso Regression,0.503921369496959,0.02021816957644471,0.3839350158524223,0.13093320377886494,10.285038704409482,0.3218089189351052,11.270672858070444,1.2460513815284653,167.45973105778813,8.863886856941663,207.61851436538123,48.390957013766936
Elastic Net Regression,0.4387128118834778,0.010419509919487124,0.3832278230184083,0.051058598691815574,11.245721495703307,0.2632723523820272,11.841835628048251,0.7641127109950109,189.44988729689194,6.631709769567477,207.99336115255701,30.169463793575172
SVR,0.20115451258073183,0.006383423012504471,0.16052653913183507,0.07787585230165947,13.068538324288568,0.1818316103331015,13.481478776666108,0.8625440800055155,269.5185569559569,2.7434569528688684,281.9228239136087,34.96175762056837
NuSVR,0.21632512914014276,0.00799882479851312,0.17668546580069924,0.02397021430401569,14.271477193492109,0.21217795666953426,14.571996011556084,0.5941762738780076,264.46756311450815,6.749562603254939,276.74808528793864,25.471342674043562
Linear SVR,0.383728353868712,0.015993728641550183,0.30855631664246796,0.06892515824752152,10.614400329847262,0.24303360601579949,11.423245967121735,1.1694393059185315,208.0146363331939,8.295371614591854,233.38917034330797,38.181969848863254
Decision Tree Regression,0.9856316356328512,0.0034549899717133963,0.3824317016662569,0.2780011158355492,0.4201766490002032,0.018280468087375695,8.707805429864251,1.9924394483671137,4.853692636446069,1.1963492983176374,206.30266765460027,92.62015523951361
K-Nearest Neighbors Regression,0.6720395368737132,0.017027039572377164,0.467200372796023,0.1279365292375137,7.548302284133014,0.27254832320003425,9.556724132730015,0.9812338894607853,110.64451121754139,5.730531470683158,179.39719894992456,47.112088961440556
Kernel Ridge Regression,0.5274376466291317,0.019528855727409318,0.028525548331069305,0.8833719036091014,9.987428450656973,0.25868187617356936,11.473291666528082,2.092842893541188,159.5279720478324,8.628138599574276,326.51549664822005,295.4987411922954
MLP Regression,0.6299690187376477,0.022124184877788965,0.3128522093344899,0.4323330460316603,8.512778160825874,0.2676449485413921,10.301242971757867,1.801700081713709,124.95831944817583,9.273548835300279,229.95254559895187,144.40101474336086
Passive Aggressive Regression,0.41474192677457644,0.03446830743619578,0.04478799810466065,0.6429207681205251,10.687798283326838,0.3605639967971106,11.69663132228652,2.1054837040815517,197.5179388488182,12.750304367532033,320.84216344891297,215.45105699933973
RANSAC Regression,-14.680326767493867,22.23901521111502,-1.586600633105715,1.756864594140522,17.26404991058679,5.070572717054114,16.53228658747932,2.884774115235705,5203.655950989372,7291.767621362822,854.9818070652489,571.7189706984454
Huber Regression,0.5193810590728997,0.025844110466590655,-0.010128391143083015,0.906091408423993,9.497098611775566,0.23781704468111106,11.171283460673067,2.0734140565607055,162.25594560275093,10.532061709525342,339.91899274698324,303.14372060366503
Tweedie Regression,0.33634186864637694,0.013158698183669918,0.30187013372716576,0.05842264508130389,12.868038649407783,0.28491553923980556,13.235863933473357,0.8938692801356714,224.0051307549059,8.030432102355203,235.48229952271905,34.73989974298518
Poisson Regression,0.45246453500603323,0.015232739473200405,0.35703825494545327,0.0394644277630338,10.92838237749921,0.21305371505700169,11.795953652907677,0.5975160703224164,184.82898019983145,8.00730058892659,216.01792873609355,21.914727520284533
Theil-Sen Regression,-0.7507870240901466,1.4803896036147672,0.3161364914447694,0.08835619631476378,11.892191417453093,1.0448449894959289,11.472791643225563,0.9828516515377,589.774967224818,494.3121874930656,228.93918623194764,28.307732557041785
Deep Neural Network Regression,-1.1584131636945714,0.09893098989163172,-1.1742738300500732,0.1522026395157555,19.96010424888849,0.7975313259729498,20.004731408982074,1.1764507103554274,728.5221279723914,39.2960255894133,727.9185127110579,48.006877864705004
